Name,Description,Image,Daily,Weekly,Monthly,Full Desc
Oppenheimer Handle,Sachtler arm extension for Microforce controller,images/products/OppHandle_noMF.jpg,$15.00 per day,$45.00 per week,$135.00 per month,"


	"
VariZoom Panasonic (HMC) Zoom and Focus/Iris Controls,,images/products/VarizoomHMC160.jpg,$30.00 per day,$90.00 per week,$270.00 per month,"

<span>Zoom Focus/Iris Control for Panasonic Series Cameras w/Dual port </span>    

	"
VariZoom VZ PG-EX Sony EX Zoom Control,,images/products/VarizoomEX.jpg,$30.00 per day,$90.00 per week,$180.00 per month,"

<div class=""productInfoArea"" id=""sellingPoints"">&#13;
<h4>Product Highlights</h4>&#13;
<ul class=""disc""><li>For Sony PMW-EX Series Cameras</li>&#13;
    <li>Precise Zoom Control</li>&#13;
    <li>Record/Pause Button</li>&#13;
    <li>Machined Aluminum Housing</li>&#13;
    <li>Articulated Quick-release Clamp</li>&#13;
</ul><p>The <b>Varizoom VZ PG-EX Sony EX Zoom Control</b> is a pistol-grip  style zoom controller built specifically for Sony's PMW-EX series  camcorders. This top-of-the-line unit fits easily onto almost any tripod  handle, jib or support bar. Machined from high-grade aluminum, the VZ  PG-EX is designed to be both lightweight and extremely durable. Features  include a pressure sensitive zoom rocker with dual-variable zoom  control, record/pause button, and an articulated swivel clamp.</p>&#13;
<dl><dd class=""featuredd""> 					 			       		Combination of pressure-sensitive zoom rocker and speed dial provides precise dual-variable zoom control 			        	 				</dd></dl><dl><dd class=""featuredd""> 					 			       		Red record/pause button 			        	 				</dd></dl><dl><dd class=""featuredd""> 					 			       		Video return button plays back the last 5 seconds of recorded material 			        	 				</dd></dl><dl><dd class=""featuredd""> 					 			       		Rubber-foam grip with a ""pistol grip"" curve for ergonomic comfort 			        	 				</dd></dl><dl><dd class=""featuredd""> 					 			       		Designed for use with left or right hand 			        	 				</dd></dl><dl><dd class=""featuredd""> 					 			       		Heavy-duty, quick-release aluminum swivel clamp for angular adjustment of handle position 			        	 				</dd></dl><dl><dd class=""featuredd""> 					 			       		Beautifully machined and engraved aluminum housing 			        	 				</dd></dl></div>    

	"
HMI 1200 Par,"Arrisun 12 Plus 1200 Watt HMI PAR, Lenses, Ballast, & Stand",images/products/arri1200.jpg,$130.00 per day,$390.00 per week,"$1,170.00 per month","

<h1 class=""irregualrHeader"">Arrisun 12 Plus 1200 Watt HMI PAR</h1>&#13;
<p>The <b>Arri 12 Plus ARRISUN </b>is a ""working horse"" on location.  Whenever punch or bounce light is required on a set, an ARRISUN is the  ultimate answer. For the first time the interaction of lamp, reflector  and converter lens was taken into consideration and computer simulated,  resulting in unmatched light performance. A wide range of converter  lenses (available separately) ensure maximum beam control in all  situations.</p>&#13;
<dl><dt> Bright light  </dt><dd> 		    		        The brightest HMI you can plug into a wall 		         		        </dd></dl><!-- end else-if --><dl><dt> High output  </dt><dd> 		    		        Generates 14,000 fc at 20' (6.1m) 		         		        </dd></dl><!-- end else-if --><dl><dt> Custom lenses  </dt><dd> 		    		        Uses custom designed lenses for maximum output 		         		        </dd></dl><br />"
HMI 800w,"800w HMI, Lenses, Ballast, & Stand",images/products/Bron800.jpg,$120.00 per day,$360.00 per week,"$1,080.00 per month","

<h1 class=""irregualrHeader"">Bron Kobold DW800 HMI Open Face Flight Kit (85-265VAC)</h1>&#13;
<ul class=""horizMenuBullet"" sizset=""0"" sizcache=""137""><li>800 Watt Lamp Base</li>&#13;
    <li>Open Face Reflector w/ Barn Door Ears</li>&#13;
    <li>400/575/800W Ballast</li>&#13;
    <li>4-Leaf Barn Door</li>&#13;
    <li>Glass Diffusion Filter</li>&#13;
    <li>Glass Conversion Filter 3400K</li>&#13;
    <li>25' Lamp Cable</li>&#13;
    <li>800W HMI Lamp</li>&#13;
    <li>Case</li>&#13;
    <li>Lighthouse</li>&#13;
    <li>SM Chimera Softbox</li>&#13;
</ul>"
HMI Arri 400w Pocket Par,400 Watt HMI..(5) Lenses..Electronic Ballast..Soft Box..Stand,images/products/arri400PocketPAR.jpg,$110.00 per day,$330.00 per week,$990.00 per month,"

HMI 400w Par, Lenses, Ballast, Chimera, Scrims, Barndoors and Stand<br />"
HMI Kolbold 400W Par,Bron Kobold 400w HMI All Weather PAR..(5) Lenses..Barn Doors..Electronic Ballast..Stand,images/products/large_1484.jpg,$100.00 per day,$300.00 per week,$900.00 per month,"

Not all HMIs are created equal. This HMI from Bron Kobold earns its place on the set with weatherproof construction.
When designing the lamp base and ballast, special emphasis was put on an efficient protection against dust and drip water. All openings are protected or sealed. The operating elements are equipped with a waterproof protective cap. The trigger unit is waterproof up to the bulb socket, allowing cold and hot triggering even in a humid environment.
<br /><br />&#13;
The lamp base housing is made from sturdy aluminum and steel. Despite the rugged design, and the various measures to make the equipment all-weather-proof, the weight and volume are comparatively small.&#13;
<br /><br />&#13;
An entire system in one case. &#13;
<br /><br />&#13;
- Electronic ballast unit for 100-240 V (automatic voltage selection), dimmable <br />&#13;
- Lamp base with HMI bulb 400 W, UV-coated protecting glass <br />&#13;
- Barn door with 4 wings, rotatable, with filter holder <br />&#13;
- Glass diffuser in frame    

	"
1000w Dimmer,1000w Dimmer,images/products/1000wDimmer.jpg,$10.00 per day,$30.00 per week,$90.00 per month,"


	"
Arri 150 w/ Barndoor & Scrims,,images/products/arri150.jpg,$25.00 per day,$75.00 per week,$225.00 per month,"

Arri Fresnels are the perfect solution in small studios where grid height is a problem. <br /><br />&#13;
The classic ARRI construction of corrosion resistant extruded and die cast aluminum maximizes body strength while maintaining the lightweight of an ideal location fixture. <br /><br />&#13;
Despite the small size, short focal length lenses with wider angles give more light output and better light distribution over the full beam area. <br /><br />&#13;
Arri Fresnels are available in both manual and Pole Operated version.    

	"
Arri 300 w/ Barndoor & Scrims,Arri 300 w/ Barndoor & Scrims,images/products/arri300.jpg,$25.00 per day,$75.00 per week,$225.00 per month,"

The ARRI Fresnel series is ideal for use where compact, light weight tungsten Fresnel spotlights are required. <br /><br />&#13;
Arri Fresnels are the perfect solution in small studios where grid height is a problem. <br /><br />&#13;
The classic ARRI construction of corrosion resistant extruded and die cast aluminium maximises body strength while maintaining the light weight of an ideal location fixture. <br /><br />&#13;
Despite the small size, short focal length lenses with wider angles give more light output and better light distribution over the full beam area.    

	"
Arri 4 Light kit,"Arri Light kit w/1000 watt open face, (2) 650 Fresnels, (1) 300 & Soft Box w/ Grid.",images/products/arri4.jpg,$80.00 per day,$240.00 per week,$720.00 per month,"

Arri Light kit w/1000 watt open face, (2) 650 Fresnels, (1) 300 & Soft Box w/ Grid.    

	"
Arri 650 w/ Barndoor & Scrims,,images/products/arri600.jpg,$25.00 per day,$75.00 per week,$225.00 per month,"

The ARRI Fresnel series is ideal for use where compact, light weight tungsten Fresnel spotlights are required. <br /><br />&#13;
Arri Fresnels are the perfect solution in small studios where grid height is a problem. <br /><br />&#13;
The classic ARRI construction of corrosion resistant extruded and die cast aluminum maximizes body strength while maintaining the light weight of an ideal location fixture. <br /><br />&#13;
Despite the small size, short focal length lenses with wider angles give more light output and better light distribution over the full beam area.    

	"
Arri Tungsten (5) Light Kit,"Arri Light kit w/1000 watt open face, (1) 650 Fresnels, (1) 300 & (2) 150 Fresnels, Soft Box w/ Grid.",images/products/arri.jpg,$100.00 per day,$300.00 per week,$900.00 per month,"

<ul><li>Arri Light kit w/1000 watt open face</li>&#13;
    <li>(1) 650 Fresnel</li>&#13;
    <li>(1) 300 Fresnel</li>&#13;
    <li>(2) 150 Fresnels</li>&#13;
    <li>Soft Box w/ Grid</li>&#13;
</ul>"
Arrilite 1000 w/ Barndoor & Scrims,,images/products/arri1000.jpg,$25.00 per day,$75.00 per week,$225.00 per month,"

<font size=""2"">The ARRILITE Series is an open face, focusing tungsten floodlight ideal for ENG , field production and fast turnaround location use.<br /><br />&#13;
The special designed reflector gives a balance between controllability, efficiency and provides an exceptionally even field of illumination.</font>    

	"
Source Four Project Light,ETC Source Four Ellipsoidal 90 Degree Black..Set of Gobos..Stand mountable,images/products/sourcefour.jpg,$25.00 per day,$75.00 per week,$225.00 per month,"

<span>The Source Four is the only fixture combining the energy-saving power of the HPL lamp with the dichroic reflector for the coolest beam on the market. Gels, patterns and shutters last longer, and your performance space stays cooler.<br /><br />&#13;
The Source Four' gives you a clean white beam for crisp pattern projection, and a bright, even field.<br /><br />&#13;
Rated for up to 750 watts, the Source Four is perfect for punching through saturated colors and performing the longest throws. Ultra-efficient for more lumens per watt: at 575 watts the Source Four shines brighter than 1000W ellipsoidals.</span>    

	"
5600K Lighting Package,(2) 400w Kino Divas & 400w Arri HMI Par w/ Softbox,images/products/kino400.jpg,$225.00 per day,$675.00 per week,"$2,025.00 per month","

<ul><li>(2) 400w Kino Divas</li>&#13;
    <li>400w Arri HMI Par w/ Softbox</li>&#13;
</ul>"
Kino 4x4 Bank,,images/products/KIT-2GF-S120-New_2009.gif,call per day,call per week,call per month,"

 4ft 4Bank Fixtures w/ ballast and baby reciever    

	"
Kino Diva-lite 400,Kino Diva-lite 400..(5) Daylight Lamps..(5) Tungsten Lamps,images/products/kino400.jpg,$60.00 per day,$180.00 per week,$540.00 per month,"

The <b>Diva-Lite 400</b> utilizes (4) 55W U-Tube fluorescent bulbs.<br /><br />&#13;
Features on board ballast and dimmer. No cables to connect. Just put it on a stand and plug it in!<br /><br />&#13;
Produces a beautiful soft light with punch.<br /><br />&#13;
Change from Tungsten (2900K) to Daylight (5600K) by swapping out bulbs.<br /><br />&#13;
Simple to use and easy to set up. Great for interviews as a key or fill light. Excellent for lighting chroma key green screens producing a broad, even light. With a built in dimmer it makes getting the right lighting level a snap. <br /><br />"
Kino-Flo BarFly 100 2-Unit Kit,,images/products/Barfly100.gif,$75.00 per day,$225.00 per week,$675.00 per month,"

Kino Flo packs a lot of soft light into its new blade-thin BarFly  Fluorescent Lighting Fixture. The brighter, smaller, lighter Barfly  delivers more lumens per square inch than any other full-spectrum  fluorescent source on the market. The new BarFly is compact and a  controllable lighting source that can squeeze in to tight spots for  difficult shots on location or in the studio.<br /><br />&#13;
Kino Flo’s new True  Match® Quad lamp technology combined with energy efficient remote  electronics guarantee versatility and portability.<br /><br />&#13;
The BarFly  family is at home on location and studio sets for television and feature  film production, and many cinematographers in the electronic field  production and ENG community have discovered it for a small, two point  or three point lighting kit to complement such popular location lighting  instruments as the Kino Flo Diva-Lites.<br /><br />&#13;
The BarFly 100 (a single tube) comes with remote high-output, flicker-free select ballasts, sturdy alloyed fixtures, gel frames, focusing louvers and removable mounting plates.<br /><br />&#13;
BarFly Fixture:<br />&#13;
• Metal fixture with 12ft power cord<br />&#13;
• Twist-on, locking center mount<br />&#13;
• White reflector<br />&#13;
• Gel frame<br />&#13;
• Honeycomb Louver, 90°<br /><br />&#13;
BarFly Ballast:<br />&#13;
• HO/Standard Switching<br />&#13;
• Flicker-free, remote operation<br />&#13;
• Individual lamp control<br />&#13;
• Instant-On, dead quiet<br />&#13;
• Hook for mounting on stand<br /><br /><br />&#13;
Includes:<br />&#13;
2 BarFly 100 Fixture<br />&#13;
2 BarFly 100 Ballast<br />&#13;
2 MTP-B41S Mount<br />&#13;
2 BarFly Louver 60°<br />&#13;
2 BarFly Louver / Gel Bag<br />&#13;
1 Lamp Case<br />&#13;
1 Ship Case<br />&#13;
Dimensions: 27.5 x 19.5 x 10.5""<br />&#13;
Weight: 35lb    

	"
Litepanels 1X1 Low-Profile LED Daylight Flood Light,,images/products/litepanel.jpg,$75.00 per day,$225.00 per week,$675.00 per month,"

<h1 class=""irregualrHeader"">Litepanels 									 								 								1X1 LED Daylight Flood or Spot Fixture</h1>&#13;
Item Includes:<br /><ul><li>12""x12"" Daylight Panel in your choice of Flood or Spot</li>&#13;
    <li>Power Supply and Bracket</li>&#13;
    <li>Gel Kit</li>&#13;
    <li>60 Degree Grid</li>&#13;
    <li>Stand</li>&#13;
    <li>Battery Adapter Cable with D-Tap</li>&#13;
</ul>&#13;
Features:&#13;
<ul><li>12 x 12"" Panel</li>&#13;
    <li>50 Degree Daylight Flood</li>&#13;
    <li>Only 1.75"" Thick</li>&#13;
    <li>Virtually No Heat</li>&#13;
    <li>100-0% Dimming</li>&#13;
    <li>3 lbs</li>&#13;
</ul><p>The Litepanels Low-profile series is a reconfiguration of the Spot,  Super-Spot and Flood 1X1s meant to be mounted parallel (horizontally)  with the ceiling or wall. Because the individual lenses of the LED array  are tilted at 40 degrees off-axis, you don't have to tilt the fixture,  making it possible to mount it with only three inches of clearance from  the surface. It's ideal for small rooms where floor space or headroom is  tight.</p>&#13;
<p>This <strong>Litepanels 1X1 Low-Profile LED Daylight  Flood Light d</strong>raws just 40 watts and is driven by the included  100-240 Volt power supply as well as a variety of DC battery  sources, such as the Litepanels Backpack PowerCell (1.75 hours power).  The 1X1's  LEDs have a 50,000 hour lamp life, making it effectively  maintenance-free. </p>&#13;
<p>Among the features that professionals have  come to appreciate in the series are the ballast-free design, 0-100%  dimming and virtually heat-free operation. Options include  DMX modules, slide-in conversion and diffusion filters and a wired  remote dimmer (purchased separately). </p>&#13;
<dl><dt> Low-profile  </dt><dd> 		    		        <br />&#13;
The fixture mounts nearly flush with the ceiling or wall with  only three inches of clearance from the surface. Because the individual  LEDs in the 1X1 are tilted at 40 degrees, no tilting of the fixture is  required, allowing you to utilize room space that would have been  claimed by light stands or overhead brackets.  		         		        </dd></dl><!-- end else-if --><dl><dt> Dimming Control  </dt><dd> 		    		        <br />&#13;
Control knob on rear of unit provides 0-100% dimming, with no  color shift. <br />&#13;
An optional, remote dimming control is also available. 		         		        </dd></dl><!-- end else-if --><dl><dt> Soft, Concentrated Quality of Light  </dt><dd> 		    		        <br />&#13;
The ""beam"" of the 1x1' measures approximately 50 degrees,  making it making it possible to fully illuminate subjects at relatively  close distances. 		         		        </dd></dl><!-- end else-if --><br /><!-- end else-if --><dl><dt> Multi-Voltage Power Supply  <br /><br /></dt><dd> 		    		        Power supply operates with 100-240 AC voltage (plug adapters  available separately).  		         		        </dd></dl><!-- end else-if --><dl><dt> <br />&#13;
DC Compatible  <br /><br /></dt><dd> 		    		        Uses a wide variety of battery power sources (18-28VDC)  including the Litepanels optional Backpack PowerCell. 		         		        </dd></dl><!-- end else-if --><dl><dt> <br />&#13;
Virtually Heat-Free  <br /><br /></dt><dd> 		    		        Even at only 3"" from the mounted surface, there is no risk of  damage from this virtually heat-free fixture. 		         		        </dd></dl>"
Litepanels 1X1 2 Light Kit,,images/products/litepanel.jpg,$150.00 per day,$450.00 per week,$1350.00 per month,"

<h1 class=""irregualrHeader"">2x Litepanels 									 								 								1X1 LED Daylight Light Kit</h1>&#13;
<br />&#13;
Item Includes:<br /><ul><li>(2) 12""x12"" Daylight Panels in your choice of Flood or Spot</li>&#13;
    <li>(2) Power Supply and Brackets</li>&#13;
    <li>(2) Gel Kits</li>&#13;
    <li>(2) 60 Degree Grids</li>&#13;
    <li>(2) Stands</li>&#13;
    <li>(2) Battery Adapter Cables with D-Tap</li>&#13;
</ul><br /><ul class=""horizMenuBullet""><li>Low-profile, Mounts 3"" From Ceiling</li>&#13;
    <li>12 x 12""</li>&#13;
    <li>50 Degree Daylight Flood</li>&#13;
    <li>Only 1.75"" Thick</li>&#13;
    <li>Virtually No Heat</li>&#13;
    <li>100-0% Dimming</li>&#13;
    <li>3 lbs</li>&#13;
</ul><p>The Litepanels Low-profile series is a reconfiguration of the Spot,   Super-Spot and Flood 1X1s meant to be mounted parallel (horizontally)   with the ceiling or wall. Because the individual lenses of the LED array   are tilted at 40 degrees off-axis, you don't have to tilt the fixture,   making it possible to mount it with only three inches of clearance  from  the surface. It's ideal for small rooms where floor space or  headroom is  tight.</p>&#13;
<p>This <strong>Litepanels 1X1 Low-Profile LED Daylight  Flood Light d</strong>raws  just 40 watts and is driven by the included  100-240 Volt power  supply as well as a variety of DC battery  sources, such as the  Litepanels Backpack PowerCell (1.75 hours power).  The 1X1's  LEDs have a  50,000 hour lamp life, making it effectively  maintenance-free. </p>&#13;
<p>Among the features that professionals have  come to appreciate in the  series are the ballast-free design, 0-100%  dimming and virtually  heat-free operation. Options include  DMX modules, slide-in conversion  and diffusion filters and a wired  remote dimmer (purchased  separately). </p>&#13;
<dl><dt> Low-profile  </dt><dd> 		    		        <br />&#13;
The fixture mounts nearly flush with the ceiling or wall with  only  three inches of clearance from the surface. Because the individual  LEDs  in the 1X1 are tilted at 40 degrees, no tilting of the fixture is   required, allowing you to utilize room space that would have been   claimed by light stands or overhead brackets.  		         		        </dd></dl><!-- end else-if --><dl><dt> Dimming Control  </dt><dd>  		    		        <br />&#13;
Control knob on rear of unit provides 0-100% dimming, with no  color  shift. <br />&#13;
An optional, remote dimming control is also available. 		         		         </dd></dl><!-- end else-if --><dl><dt> Soft,  Concentrated Quality of Light  </dt><dd> 		    		        <br />&#13;
The ""beam"" of the 1x1' measures approximately 50 degrees,  making it  making it possible to fully illuminate subjects at relatively  close  distances. 		         		        </dd></dl><!-- end else-if --><br /><!-- end else-if --><dl><dt> Multi-Voltage Power Supply  <br /><br /></dt><dd> 		    		        Power supply operates with 100-240 AC voltage  (plug adapters  available separately).  		         		        </dd></dl><!-- end else-if --><dl><dt> <br />&#13;
DC Compatible  <br /><br /></dt><dd> 		    		        Uses a wide variety of battery power sources  (18-28VDC)  including the Litepanels optional Backpack PowerCell. 		          		        </dd></dl><!-- end else-if --><dl><dt>  <br />&#13;
Virtually Heat-Free  <br /><br /></dt><dd> 		    		        Even at only 3"" from the mounted surface,  there is no risk of  damage from this virtually heat-free fixture. 		          		        </dd></dl><br />"
Litepanels 1x2 Daylight Flood Light Litepanels 1x2 Daylight Flood Light,,images/products/LightP2x1-fa-m.jpg,125.00 per day,$375.00 per week,$1125.00 per month,"

<h1 id=""productName"">Litepanels 1x2 Daylight Flood Light</h1>&#13;
Item Includes:<br /><ul><li>(2) 12""x12"" Daylight Flood Panels</li>&#13;
    <li>(2) Power Supply and Brackets</li>&#13;
    <li>(2) Gel Kits</li>&#13;
    <li>(1) Stands</li>&#13;
    <li>(2) Battery Adapter Cables with D-Tap</li>&#13;
</ul><br /><ul class=""horizMenuBullet""><li>Low-profile, Mounts 3"" From Ceiling</li>&#13;
    <li>12 x 12""</li>&#13;
    <li>50 Degree Daylight Flood</li>&#13;
    <li>Only 1.75"" Thick</li>&#13;
    <li>Virtually No Heat</li>&#13;
    <li>100-0% Dimming</li>&#13;
    <li>3 lbs</li>&#13;
</ul><p>The Litepanels Low-profile series is a reconfiguration of the Spot,    Super-Spot and Flood 1X1s meant to be mounted parallel (horizontally)    with the ceiling or wall. Because the individual lenses of the LED  array   are tilted at 40 degrees off-axis, you don't have to tilt the  fixture,   making it possible to mount it with only three inches of  clearance  from  the surface. It's ideal for small rooms where floor  space or  headroom is  tight.</p>&#13;
<p>This <strong>Litepanels 1X1 Low-Profile LED Daylight  Flood Light d</strong>raws   just 40 watts and is driven by the included  100-240 Volt power   supply as well as a variety of DC battery  sources, such as the   Litepanels Backpack PowerCell (1.75 hours power).  The 1X1's  LEDs have a   50,000 hour lamp life, making it effectively  maintenance-free. </p>&#13;
<p>Among the features that professionals have  come to appreciate in the   series are the ballast-free design, 0-100%  dimming and virtually   heat-free operation. Options include  DMX modules, slide-in conversion   and diffusion filters and a wired  remote dimmer (purchased   separately). </p>&#13;
<dl><dt> Low-profile  </dt><dd> 		    		        <br />&#13;
The fixture mounts nearly flush with the ceiling or wall with  only   three inches of clearance from the surface. Because the individual  LEDs   in the 1X1 are tilted at 40 degrees, no tilting of the fixture is    required, allowing you to utilize room space that would have been    claimed by light stands or overhead brackets.  		         		        </dd></dl><dl><dt> Dimming Control  </dt><dd>  		    		        <br />&#13;
Control knob on rear of unit provides 0-100% dimming, with no  color  shift. <br />&#13;
An optional, remote dimming control is also available. 		         		         </dd></dl><dl><dt> Soft,  Concentrated Quality of Light  </dt><dd> 		    		        <br />&#13;
The ""beam"" of the 1x1' measures approximately 50 degrees,  making it   making it possible to fully illuminate subjects at relatively  close   distances. 		         		        </dd></dl><br /><dl><dt> Multi-Voltage Power Supply  <br /><br /></dt><dd> 		    		        Power supply operates with 100-240 AC voltage  (plug adapters  available separately).  		         		        </dd></dl><dl><dt> <br />&#13;
DC Compatible  <br /><br /></dt><dd> 		    		        Uses a wide variety of battery power sources   (18-28VDC)  including the Litepanels optional Backpack PowerCell. 		           		        </dd></dl><dl><dt>  <br />&#13;
Virtually Heat-Free  <br /><br /></dt><dd> 		    		        Even at only 3"" from the mounted surface,   there is no risk of  damage from this virtually heat-free fixture. 		           		        </dd></dl><br /><br />"
Litepanels 4 1x1 Panel Kit,,images/products/lightpanels kit.jpg,$250.00 per day,$750.00 per week,$2250.00 per month,"

<h2>4 - Light 1x1 Daylight Kit</h2>&#13;
Kit Includes:&#13;
<ul><li>(3) 1x1 Flood Daylight Panels</li>&#13;
    <li>(1) 1x1 Spot Daylight Panels</li>&#13;
    <li>(4) 100-240V AC Power Supply w/ AC Power Supply Cord</li>&#13;
    <li>(4) Stands</li>&#13;
    <li>(4) Power Supply Mounting Bracket</li>&#13;
    <li>(4) 6 Piece Gel Set w/ Carrying Bag</li>&#13;
    <li>4-Lite Carrying Case</li>&#13;
</ul>&#13;
Features:&#13;
<ul class=""horizMenuBullet""><li>Low-profile, Mounts 3"" From Ceiling</li>&#13;
    <li>12 x 12""</li>&#13;
    <li>50 Degree Daylight Flood</li>&#13;
    <li>Only 1.75"" Thick</li>&#13;
    <li>Virtually No Heat</li>&#13;
    <li>100-0% Dimming</li>&#13;
    <li>3 lbs</li>&#13;
</ul><p>The Litepanels Low-profile series is a reconfiguration of the Spot,    Super-Spot and Flood 1X1s meant to be mounted parallel (horizontally)    with the ceiling or wall. Because the individual lenses of the LED  array   are tilted at 40 degrees off-axis, you don't have to tilt the  fixture,   making it possible to mount it with only three inches of  clearance  from  the surface. It's ideal for small rooms where floor  space or  headroom is  tight.</p>&#13;
<p>This <strong>Litepanels 1X1 Low-Profile LED Daylight  Flood Light d</strong>raws   just 40 watts and is driven by the included  100-240 Volt power   supply as well as a variety of DC battery  sources, such as the   Litepanels Backpack PowerCell (1.75 hours power).  The 1X1's  LEDs have a   50,000 hour lamp life, making it effectively  maintenance-free. </p>&#13;
<p>Among the features that professionals have  come to appreciate in the   series are the ballast-free design, 0-100%  dimming and virtually   heat-free operation. Options include  DMX modules, slide-in conversion   and diffusion filters and a wired  remote dimmer (purchased   separately). </p>&#13;
<dl><dt> Low-profile  </dt><dd> 		    		        <br />&#13;
The fixture mounts nearly flush with the ceiling or wall with  only   three inches of clearance from the surface. Because the individual  LEDs   in the 1X1 are tilted at 40 degrees, no tilting of the fixture is    required, allowing you to utilize room space that would have been    claimed by light stands or overhead brackets.  		         		        </dd></dl><dl><dt> Dimming Control  </dt><dd>  		    		        <br />&#13;
Control knob on rear of unit provides 0-100% dimming, with no  color  shift. <br />&#13;
An optional, remote dimming control is also available. 		         		         </dd></dl><dl><dt> Soft,  Concentrated Quality of Light  </dt><dd> 		    		        <br />&#13;
The ""beam"" of the 1x1' measures approximately 50 degrees,  making it   making it possible to fully illuminate subjects at relatively  close   distances. 		         		        </dd></dl><br /><dl><dt> Multi-Voltage Power Supply  <br /><br /></dt><dd> 		    		        Power supply operates with 100-240 AC voltage  (plug adapters  available separately).  		         		        </dd></dl><dl><dt> <br />&#13;
DC Compatible  <br /><br /></dt><dd> 		    		        Uses a wide variety of battery power sources   (18-28VDC)  including the Litepanels optional Backpack PowerCell. 		           		        </dd></dl><dl><dt>  <br />&#13;
Virtually Heat-Free  <br /><br /></dt><dd> 		    		        Even at only 3"" from the mounted surface,   there is no risk of  damage from this virtually heat-free fixture. 		           		        </dd></dl><br />"
Litepanels MicroPro,,images/products/Litepanels_Micropro.JPG,$35.00 per day,$105.00 per week,$315.00 per month,"

The professional LED light that runs off 6 standard AA batteries. MicroPro daylight on-camera lighting fixtures harness the company’s proprietary LED technology in ultra-lightweight, compact package. With twice the illumination of the Litpanels Micro, the MicroPro offers luminous, soft, directional lighting, with the same warmth and great color characteristics that made Litepanels an integral part of television, broadcast news & motion picture productions worldwide. Shift-free, Flicker-free, Heat-free At the top of the Micro Pro housing is a convenient integrated dimmer dial that puts instant 100% to 0 dimming with minimal color shift right at the operator’s fingertips. Output is flicker-free and heat-free and remains consistent. <br /><br />&#13;
Size: 5.5"" W x 4"" H x 1. 5"" D<br />&#13;
(139mm x 101.6mm x 38.1mm)<br />&#13;
Weight: 10.5 oz (300g)<br />&#13;
Power Draw: 9 Watts<br />&#13;
Six AA batteries (internal)<br />&#13;
5600°K Daylight Output (cool white)<br />"
Litepanels MiniPlus,,images/products/litepanels_mini500.jpg,$75.00 per day,$225.00 per week,$675.00 per month,"

<h2>Litepanels MiniPlus Kit</h2>&#13;
The compact Litepanels Mini fits easily on a camera, a stand,  or            elsewhere. Fully flicker-free, this unit offers output that is  3 times            more efficient than a conventional tungsten camera light! Plus  it's            heat-free, and infinitely dimmable from 0 to 100%, with  virtually            no shift in color.<br /><b><br />&#13;
Kit includes:</b><br />&#13;
(1) Litepanels™ Fixture - Flood or Spot<br />&#13;
(1) 12V Rechargeable Battery<br />&#13;
(1) 100-240V AC Power Supply/Charger w/International Plug  Adapter<br />&#13;
(1) Articulating Arm w/Hotshoe Adapter and Extension<br />&#13;
(1) 8 Pcs Filter Set<br />&#13;
(1) D-Tap Power Cable or 4-Pin XLR Power Cable<br />&#13;
(1) Carrying Case<br /><br />"
Dedolight,Focusable light w/ wide Lens,images/products/dedolight.jpg,$45.00 per day,$135.00 per week,$405.00 per month,"

The DLH4 offers a wide range of powering options - from battery to AC power with color temperature control. <br /><br />&#13;
The light head of the Dedolight system is extremely compact. With its dual-lens Aspherics2 optical system it provides astounding light output. <br /><br />&#13;
In flood position, its light output is greater than a 300W Fresnel studio fixture. In spot position, its output equals or exceeds a 1000W Fresnel studio fixture.    

	"
Kino Flo Kamio 6E System,,images/products/kamio-system.jpg,$75.00 per day,$225.00 per week,$600.00 per month,"

<strong><br />&#13;
         K</strong>amio Ring-Lights provide a glamour lighting solution for close ups in film and video photography. The soft, cool Kamio light falls gracefully on the subject’s face because it mounts on the lens, unlike conventional on-camera quartz lights that produce heat and shadows. Kamios also display daylight and tungsten quality light without filtration.<br /><span class=""style64""><font size=""2""><font face=""Verdana""><br />&#13;
Kamio 6E System,<br />&#13;
(On-Camera/ENG)<br /><br /><strong>Contents</strong><br />&#13;
1 Kamio 6E Ring-Lite<br />&#13;
1 Kamio 12VDC On-Camera Ballast<br />&#13;
1 Ballast Mount<br />&#13;
1 Baby Pin Shoe Mount<br />&#13;
Choice of 80mm,85mm,95mm Step-down rings<br />&#13;
2 Daylight Lamps<br />&#13;
2 Tungsten Lamps<br /><br /><p class=""style64""><strong>Kamio 6E System Highlights</strong></p>&#13;
<ul><li class=""style64"">1-Lamp fixture w/ built-in reflector and harness</li>&#13;
    <li class=""style64"">Same fixture takes daylight and tungsten lamps</li>&#13;
    <li class=""style64"">Built-in 2-stage matte box <strong>(KAM6)</strong></li>&#13;
    <li class=""style64"">112mm opening with adapter rings for most common film and video lenses</li>&#13;
    <li class=""style64"">Light-weight fixture mounts directly onto camera lens</li>&#13;
    <li class=""style64"">12vdc dimming ballast</li>&#13;
    <li class=""style64"">Instant-on, dead quiet</li>&#13;
    <li class=""style64"">Flicker free</li>&#13;
    <li class=""style64"">UL listed, CE approved</li>&#13;
</ul>&#13;
The popular Kamio 6E System was designed for high-end film and television production.  Main application is for front-fill beauty light or eye light.  The easy set up makes the Kamio perfect for interviews.  They are also cool to the touch as well as to the talent.<br type=""_moz"" /></font></font></span>    

	"
